year,state,ten_year_age_groups,deaths,population,notes
2012,Alabama,25-34 years,45,617757,""
2012,Alabama,35-44 years,44,606667,""
2012,Alabama,45-54 years,42,673464,""
2012,Alabama,55-64 years,15,615408,unreliable
2012,Alaska,15-24 years,13,110102,unreliable
2012,Alaska,25-34 years,25,111110,""
2012,Alaska,35-44 years,14,91993,unreliable
2012,Alaska,45-54 years,17,106266,unreliable
2012,Alaska,55-64 years,10,92816,unreliable
2012,Arizona,15-24 years,60,922244,""
2012,Arizona,25-34 years,107,877831,""
2012,Arizona,35-44 years,107,826174,""
2012,Arizona,45-54 years,140,839039,""
2012,Arizona,55-64 years,89,764833,""
2012,Arizona,65-74 years,15,558589,unreliable
2012,Arkansas,15-24 years,23,404089,""
2012,Arkansas,25-34 years,37,384233,""
2012,Arkansas,35-44 years,40,363648,""
2012,Arkansas,45-54 years,38,396935,""
2012,Arkansas,55-64 years,24,364152,""
2012,California,15-24 years,167,5633508,""
2012,California,25-34 years,313,5482640,""
2012,California,35-44 years,290,5161434,""
2012,California,45-54 years,471,5231936,""
2012,California,55-64 years,358,4303873,""
2012,California,65-74 years,91,2539119,""
2012,California,75-84 years,18,1406685,unreliable
2012,Colorado,15-24 years,43,704700,""
2012,Colorado,25-34 years,99,761670,""
2012,Colorado,35-44 years,89,707346,""
2012,Colorado,45-54 years,97,725419,""
2012,Colorado,55-64 years,56,641878,""
2012,Colorado,65-74 years,16,358320,unreliable
2012,Connecticut,15-24 years,25,484622,""
2012,Connecticut,25-34 years,50,434550,""
2012,Connecticut,35-44 years,49,458449,""
2012,Connecticut,45-54 years,52,566537,""
2012,Connecticut,55-64 years,21,467473,""
2012,Delaware,15-24 years,11,128301,unreliable
2012,Delaware,25-34 years,21,116298,""
2012,Delaware,35-44 years,16,111481,unreliable
2012,Delaware,45-54 years,23,132413,""
2012,Delaware,55-64 years,10,117715,unreliable
2012,District of Columbia,35-44 years,13,85312,unreliable
2012,District of Columbia,45-54 years,18,75690,unreliable
2012,District of Columbia,55-64 years,10,67538,unreliable
2012,Florida,15-24 years,83,2492842,""
2012,Florida,25-34 years,275,2401234,""
2012,Florida,35-44 years,280,2403067,""
2012,Florida,45-54 years,397,2746309,""
2012,Florida,55-64 years,235,2463778,""
2012,Florida,65-74 years,38,1894785,""
2012,Florida,75-84 years,10,1132177,unreliable
2012,Georgia,15-24 years,45,1427822,""
2012,Georgia,25-34 years,123,1366607,""
2012,Georgia,35-44 years,131,1378173,""
2012,Georgia,45-54 years,146,1394548,""
2012,Georgia,55-64 years,71,1134511,""
2012,Georgia,65-74 years,14,686935,unreliable
2012,Hawaii,25-34 years,12,199305,unreliable
2012,Hawaii,35-44 years,14,174744,unreliable
2012,Hawaii,45-54 years,18,186382,unreliable
2012,Idaho,25-34 years,14,210527,unreliable
2012,Idaho,35-44 years,13,193924,unreliable
2012,Idaho,45-54 years,17,203034,unreliable
2012,Illinois,15-24 years,155,1788611,""
2012,Illinois,25-34 years,309,1786326,""
2012,Illinois,35-44 years,241,1693816,""
2012,Illinois,45-54 years,302,1824083,""
2012,Illinois,55-64 years,121,1557881,""
2012,Illinois,65-74 years,14,923499,unreliable
2012,Indiana,15-24 years,55,933631,""
2012,Indiana,25-34 years,97,836003,""
2012,Indiana,35-44 years,89,825294,""
2012,Indiana,45-54 years,83,920303,""
2012,Indiana,55-64 years,42,812629,""
2012,Iowa,15-24 years,13,435867,unreliable
2012,Iowa,25-34 years,31,390200,""
2012,Iowa,35-44 years,45,359269,""
2012,Iowa,45-54 years,52,423537,""
2012,Iowa,55-64 years,25,393632,""
2012,Kansas,15-24 years,21,414638,""
2012,Kansas,25-34 years,39,387451,""
2012,Kansas,35-44 years,42,343038,""
2012,Kansas,45-54 years,44,388791,""
2012,Kansas,55-64 years,17,351110,unreliable
2012,Kentucky,15-24 years,53,592853,""
2012,Kentucky,25-34 years,151,567662,""
2012,Kentucky,35-44 years,157,566136,""
2012,Kentucky,45-54 years,212,627061,""
2012,Kentucky,55-64 years,84,562778,""
2012,Kentucky,65-74 years,12,355298,unreliable
2012,Louisiana,15-24 years,19,658326,unreliable
2012,Louisiana,25-34 years,51,652957,""
2012,Louisiana,35-44 years,34,559506,""
2012,Louisiana,45-54 years,32,633679,""
2012,Louisiana,55-64 years,27,566887,""
2012,Maine,25-34 years,26,148099,""
2012,Maine,35-44 years,21,161566,""
2012,Maine,45-54 years,33,210092,""
2012,Maryland,15-24 years,75,800172,""
2012,Maryland,25-34 years,157,802102,""
2012,Maryland,35-44 years,132,775155,""
2012,Maryland,45-54 years,194,896020,""
2012,Maryland,55-64 years,88,736727,""
2012,Massachusetts,15-24 years,53,938951,""
2012,Massachusetts,25-34 years,192,891511,""
2012,Massachusetts,35-44 years,169,854097,""
2012,Massachusetts,45-54 years,192,1005035,""
2012,Massachusetts,55-64 years,73,850031,""
2012,Michigan,15-24 years,75,1411002,""
2012,Michigan,25-34 years,184,1178030,""
2012,Michigan,35-44 years,126,1221551,""
2012,Michigan,45-54 years,192,1453683,""
2012,Michigan,55-64 years,88,1321837,""
2012,Michigan,65-74 years,12,795854,unreliable
2012,Minnesota,15-24 years,44,720566,""
2012,Minnesota,25-34 years,70,737095,""
2012,Minnesota,35-44 years,49,667219,""
2012,Minnesota,45-54 years,69,787115,""
2012,Minnesota,55-64 years,45,675419,""
2012,Minnesota,65-74 years,10,391725,unreliable
2012,Mississippi,25-34 years,22,388609,""
2012,Mississippi,35-44 years,33,369947,""
2012,Mississippi,45-54 years,31,402569,""
2012,Mississippi,55-64 years,15,363272,unreliable
2012,Missouri,15-24 years,47,832017,""
2012,Missouri,25-34 years,147,791739,""
2012,Missouri,35-44 years,131,730782,""
2012,Missouri,45-54 years,134,856529,""
2012,Missouri,55-64 years,63,762756,""
2012,Missouri,65-74 years,11,487289,unreliable
2012,Montana,25-34 years,13,126267,unreliable
2012,Montana,45-54 years,18,140331,unreliable
2012,Nebraska,25-34 years,12,252013,unreliable
2012,Nebraska,35-44 years,13,220649,unreliable
2012,Nebraska,45-54 years,12,249377,unreliable
2012,Nevada,15-24 years,38,366572,""
2012,Nevada,25-34 years,71,392136,""
2012,Nevada,35-44 years,82,379588,""
2012,Nevada,45-54 years,136,376553,""
2012,Nevada,55-64 years,91,331410,""
2012,Nevada,65-74 years,23,222961,""
2012,New Hampshire,15-24 years,14,178615,unreliable
2012,New Hampshire,25-34 years,37,149324,""
2012,New Hampshire,35-44 years,34,167335,""
2012,New Hampshire,45-54 years,35,220151,""
2012,New Hampshire,55-64 years,10,189512,unreliable
2012,New Jersey,15-24 years,78,1144711,""
2012,New Jersey,25-34 years,146,1134101,""
2012,New Jersey,35-44 years,142,1198542,""
2012,New Jersey,45-54 years,166,1366234,""
2012,New Jersey,55-64 years,55,1103563,""
2012,New Jersey,65-74 years,10,671150,unreliable
2012,New Mexico,15-24 years,28,291580,""
2012,New Mexico,25-34 years,69,277270,""
2012,New Mexico,35-44 years,84,245215,""
2012,New Mexico,45-54 years,71,279183,""
2012,New Mexico,55-64 years,48,267370,""
2012,New Mexico,65-74 years,10,169999,unreliable
2012,New York,15-24 years,169,2752157,""
2012,New York,25-34 years,363,2757086,""
2012,New York,35-44 years,307,2539594,""
2012,New York,45-54 years,414,2840330,""
2012,New York,55-64 years,228,2414879,""
2012,New York,65-74 years,31,1481057,""
2012,North Carolina,15-24 years,89,1347888,""
2012,North Carolina,25-34 years,172,1267434,""
2012,North Carolina,35-44 years,198,1312404,""
2012,North Carolina,45-54 years,240,1366362,""
2012,North Carolina,55-64 years,107,1199314,""
2012,North Carolina,65-74 years,15,782121,unreliable
2012,Ohio,15-24 years,124,1575325,""
2012,Ohio,25-34 years,350,1434514,""
2012,Ohio,35-44 years,339,1428101,""
2012,Ohio,45-54 years,373,1674522,""
2012,Ohio,55-64 years,149,1529618,""
2012,Ohio,65-74 years,17,923870,unreliable
2012,Oklahoma,15-24 years,47,542106,""
2012,Oklahoma,25-34 years,107,520896,""
2012,Oklahoma,35-44 years,107,462737,""
2012,Oklahoma,45-54 years,161,506474,""
2012,Oklahoma,55-64 years,89,461599,""
2012,Oklahoma,65-74 years,17,302446,unreliable
2012,Oregon,15-24 years,34,512676,""
2012,Oregon,25-34 years,73,533081,""
2012,Oregon,35-44 years,76,505748,""
2012,Oregon,45-54 years,107,520579,""
2012,Oregon,55-64 years,52,532698,""
2012,Oregon,65-74 years,14,330757,unreliable
2012,Pennsylvania,15-24 years,103,1756001,""
2012,Pennsylvania,25-34 years,261,1576531,""
2012,Pennsylvania,35-44 years,172,1549892,""
2012,Pennsylvania,45-54 years,193,1880836,""
2012,Pennsylvania,55-64 years,82,1710262,""
2012,Rhode Island,15-24 years,10,160236,unreliable
2012,Rhode Island,25-34 years,29,131184,""
2012,Rhode Island,35-44 years,30,128947,""
2012,Rhode Island,45-54 years,44,157715,""
2012,Rhode Island,55-64 years,24,136882,""
2012,South Carolina,15-24 years,28,662714,""
2012,South Carolina,25-34 years,54,607408,""
2012,South Carolina,35-44 years,55,592894,""
2012,South Carolina,45-54 years,54,652738,""
2012,South Carolina,55-64 years,38,610723,""
2012,South Dakota,25-34 years,10,110272,unreliable
2012,Tennessee,15-24 years,50,876616,""
2012,Tennessee,25-34 years,158,844066,""
2012,Tennessee,35-44 years,195,841915,""
2012,Tennessee,45-54 years,203,910875,""
2012,Tennessee,55-64 years,89,822636,""
2012,Tennessee,65-74 years,18,536160,unreliable
2012,Texas,15-24 years,166,3813579,""
2012,Texas,25-34 years,268,3764291,""
2012,Texas,35-44 years,233,3535724,""
2012,Texas,45-54 years,269,3450815,""
2012,Texas,55-64 years,155,2800415,""
2012,Texas,65-74 years,31,1643949,""
2012,Utah,15-24 years,38,460603,""
2012,Utah,25-34 years,107,445048,""
2012,Utah,35-44 years,89,356699,""
2012,Utah,45-54 years,118,305787,""
2012,Utah,55-64 years,54,261375,""
2012,Utah,65-74 years,10,154260,unreliable
2012,Vermont,25-34 years,13,71061,unreliable
2012,Vermont,35-44 years,10,74138,unreliable
2012,Vermont,45-54 years,13,97727,unreliable
2012,Vermont,55-64 years,10,94367,unreliable
2012,Virginia,15-24 years,54,1134642,""
2012,Virginia,25-34 years,132,1143271,""
2012,Virginia,35-44 years,142,1092060,""
2012,Virginia,45-54 years,150,1201653,""
2012,Virginia,55-64 years,50,1006448,""
2012,Washington,15-24 years,66,933258,""
2012,Washington,25-34 years,125,975860,""
2012,Washington,35-44 years,126,911009,""
2012,Washington,45-54 years,206,964294,""
2012,Washington,55-64 years,137,884586,""
2012,Washington,65-74 years,23,522719,""
2012,West Virginia,15-24 years,16,237491,unreliable
2012,West Virginia,25-34 years,110,220220,""
2012,West Virginia,35-44 years,153,232341,""
2012,West Virginia,45-54 years,131,263998,""
2012,West Virginia,55-64 years,49,271725,""
2012,Wisconsin,15-24 years,44,780873,""
2012,Wisconsin,25-34 years,131,734473,""
2012,Wisconsin,35-44 years,107,699094,""
2012,Wisconsin,45-54 years,115,850902,""
2012,Wisconsin,55-64 years,72,745803,""
2012,Wisconsin,65-74 years,11,440161,unreliable
2012,Wyoming,45-54 years,13,78964,unreliable
2013,Alabama,15-24 years,20,676183,""
2013,Alabama,25-34 years,53,620984,""
2013,Alabama,35-44 years,32,607139,""
2013,Alabama,45-54 years,34,664435,""
2013,Alabama,55-64 years,22,622799,""
2013,Alaska,25-34 years,17,114828,unreliable
2013,Alaska,35-44 years,18,90454,unreliable
2013,Alaska,45-54 years,15,100482,unreliable
2013,Alaska,55-64 years,17,92820,unreliable
2013,Arizona,15-24 years,68,935527,""
2013,Arizona,25-34 years,118,881828,""
2013,Arizona,35-44 years,102,829775,""
2013,Arizona,45-54 years,132,836217,""
2013,Arizona,55-64 years,84,776850,""
2013,Arizona,65-74 years,16,590110,unreliable
2013,Arkansas,15-24 years,23,406865,""
2013,Arkansas,25-34 years,39,384032,""
2013,Arkansas,35-44 years,31,364666,""
2013,Arkansas,45-54 years,34,391101,""
2013,Arkansas,55-64 years,26,366965,""
2013,California,15-24 years,172,5586402,""
2013,California,25-34 years,359,5591286,""
2013,California,35-44 years,332,5149410,""
2013,California,45-54 years,502,5212165,""
2013,California,55-64 years,444,4403436,""
2013,California,65-74 years,111,2688985,""
2013,California,75-84 years,15,1434280,unreliable
2013,Colorado,15-24 years,65,714353,""
2013,Colorado,25-34 years,88,779686,""
2013,Colorado,35-44 years,84,714791,""
2013,Colorado,45-54 years,100,717115,""
2013,Colorado,55-64 years,68,656161,""
2013,Colorado,65-74 years,18,385152,unreliable
2013,Connecticut,15-24 years,45,490184,""
2013,Connecticut,25-34 years,113,439593,""
2013,Connecticut,35-44 years,92,447598,""
2013,Connecticut,45-54 years,114,556378,""
2013,Connecticut,55-64 years,64,477383,""
2013,Delaware,25-34 years,28,120019,""
2013,Delaware,35-44 years,31,110729,""
2013,Delaware,45-54 years,28,130997,""
2013,Delaware,55-64 years,14,120827,unreliable
2013,District of Columbia,45-54 years,15,76199,unreliable
2013,District of Columbia,55-64 years,24,68604,""
2013,Florida,15-24 years,77,2484554,""
2013,Florida,25-34 years,270,2456199,""
2013,Florida,35-44 years,279,2401477,""
2013,Florida,45-54 years,361,2732326,""
2013,Florida,55-64 years,216,2506318,""
2013,Florida,65-74 years,46,1985925,""
2013,Georgia,15-24 years,51,1429441,""
2013,Georgia,25-34 years,114,1365240,""
2013,Georgia,35-44 years,125,1372415,""
2013,Georgia,45-54 years,139,1396297,""
2013,Georgia,55-64 years,79,1155188,""
2013,Georgia,65-74 years,13,729059,unreliable
2013,Hawaii,25-34 years,12,205722,unreliable
2013,Hawaii,35-44 years,15,174755,unreliable
2013,Hawaii,45-54 years,14,180381,unreliable
2013,Hawaii,55-64 years,20,179346,""
2013,Idaho,25-34 years,10,212296,unreliable
2013,Idaho,35-44 years,14,196801,unreliable
2013,Idaho,45-54 years,20,200427,""
2013,Idaho,55-64 years,20,196012,""
2013,Illinois,15-24 years,141,1783044,""
2013,Illinois,25-34 years,286,1784842,""
2013,Illinois,35-44 years,217,1685410,""
2013,Illinois,45-54 years,262,1795460,""
2013,Illinois,55-64 years,144,1589904,""
2013,Illinois,65-74 years,17,964779,unreliable
2013,Indiana,15-24 years,46,936934,""
2013,Indiana,25-34 years,106,842583,""
2013,Indiana,35-44 years,84,826456,""
2013,Indiana,45-54 years,77,904904,""
2013,Indiana,55-64 years,40,829486,""
2013,Iowa,15-24 years,22,439247,""
2013,Iowa,25-34 years,31,390593,""
2013,Iowa,35-44 years,47,361649,""
2013,Iowa,45-54 years,41,414402,""
2013,Iowa,55-64 years,30,401545,""
2013,Kansas,15-24 years,17,418659,unreliable
2013,Kansas,25-34 years,33,387397,""
2013,Kansas,35-44 years,37,343815,""
2013,Kansas,45-54 years,42,376468,""
2013,Kansas,55-64 years,22,356847,""
2013,Kentucky,15-24 years,56,596295,""
2013,Kentucky,25-34 years,155,564035,""
2013,Kentucky,35-44 years,166,564798,""
2013,Kentucky,45-54 years,184,619528,""
2013,Kentucky,55-64 years,87,571744,""
2013,Kentucky,65-74 years,15,370128,unreliable
2013,Louisiana,15-24 years,29,655370,""
2013,Louisiana,25-34 years,72,662144,""
2013,Louisiana,35-44 years,72,562555,""
2013,Louisiana,45-54 years,46,623435,""
2013,Louisiana,55-64 years,41,577651,""
2013,Maine,25-34 years,26,150570,""
2013,Maine,35-44 years,38,158124,""
2013,Maine,45-54 years,25,205341,""
2013,Maine,55-64 years,21,204129,""
2013,Maryland,15-24 years,68,793135,""
2013,Maryland,25-34 years,198,817751,""
2013,Maryland,35-44 years,145,770000,""
2013,Maryland,45-54 years,210,887094,""
2013,Maryland,55-64 years,108,750387,""
2013,Maryland,65-74 years,13,456352,unreliable
2013,Massachusetts,15-24 years,75,940792,""
2013,Massachusetts,25-34 years,246,912797,""
2013,Massachusetts,35-44 years,214,842825,""
2013,Massachusetts,45-54 years,243,995945,""
2013,Massachusetts,55-64 years,95,867128,""
2013,Michigan,15-24 years,95,1411323,""
2013,Michigan,25-34 years,232,1186081,""
2013,Michigan,35-44 years,182,1202521,""
2013,Michigan,45-54 years,232,1422014,""
2013,Michigan,55-64 years,143,1347308,""
2013,Michigan,65-74 years,15,835439,unreliable
2013,Minnesota,15-24 years,33,719934,""
2013,Minnesota,25-34 years,77,742560,""
2013,Minnesota,35-44 years,56,668291,""
2013,Minnesota,45-54 years,83,771891,""
2013,Minnesota,55-64 years,44,695366,""
2013,Mississippi,25-34 years,28,390084,""
2013,Mississippi,35-44 years,20,369996,""
2013,Mississippi,45-54 years,25,395872,""
2013,Mississippi,55-64 years,14,367728,unreliable
2013,Missouri,15-24 years,65,832215,""
2013,Missouri,25-34 years,144,796990,""
2013,Missouri,35-44 years,158,731076,""
2013,Missouri,45-54 years,161,837125,""
2013,Missouri,55-64 years,75,778014,""
2013,Missouri,65-74 years,10,506707,unreliable
2013,Montana,25-34 years,12,127391,unreliable
2013,Montana,35-44 years,16,114744,unreliable
2013,Montana,45-54 years,26,134842,""
2013,Nebraska,45-54 years,13,243643,unreliable
2013,Nevada,15-24 years,34,366277,""
2013,Nevada,25-34 years,75,397182,""
2013,Nevada,35-44 years,64,379312,""
2013,Nevada,45-54 years,114,378885,""
2013,Nevada,55-64 years,81,337169,""
2013,Nevada,65-74 years,23,236883,""
2013,New Hampshire,15-24 years,17,178801,unreliable
2013,New Hampshire,25-34 years,35,151566,""
2013,New Hampshire,35-44 years,33,162156,""
2013,New Hampshire,45-54 years,45,215035,""
2013,New Hampshire,55-64 years,23,193326,""
2013,New Jersey,15-24 years,94,1147625,""
2013,New Jersey,25-34 years,180,1140291,""
2013,New Jersey,35-44 years,133,1181223,""
2013,New Jersey,45-54 years,178,1352614,""
2013,New Jersey,55-64 years,77,1127705,""
2013,New Jersey,65-74 years,11,701154,unreliable
2013,New Mexico,15-24 years,33,293660,""
2013,New Mexico,25-34 years,59,278232,""
2013,New Mexico,35-44 years,76,244134,""
2013,New Mexico,45-54 years,84,270218,""
2013,New Mexico,55-64 years,57,267967,""
2013,New Mexico,65-74 years,11,178496,unreliable
2013,New York,15-24 years,203,2720463,""
2013,New York,25-34 years,399,2803717,""
2013,New York,35-44 years,312,2519967,""
2013,New York,45-54 years,426,2814951,""
2013,New York,55-64 years,273,2457489,""
2013,New York,65-74 years,50,1544122,""
2013,New York,75-84 years,11,864069,unreliable
2013,North Carolina,15-24 years,73,1363129,""
2013,North Carolina,25-34 years,182,1274545,""
2013,North Carolina,35-44 years,221,1308964,""
2013,North Carolina,45-54 years,239,1366545,""
2013,North Carolina,55-64 years,104,1219917,""
2013,North Carolina,65-74 years,13,826883,unreliable
2013,Ohio,15-24 years,128,1573297,""
2013,Ohio,25-34 years,432,1452141,""
2013,Ohio,35-44 years,372,1416905,""
2013,Ohio,45-54 years,455,1634933,""
2013,Ohio,55-64 years,208,1555900,""
2013,Ohio,65-74 years,24,965062,""
2013,Oklahoma,15-24 years,45,545392,""
2013,Oklahoma,25-34 years,87,527072,""
2013,Oklahoma,35-44 years,100,467793,""
2013,Oklahoma,45-54 years,149,497489,""
2013,Oklahoma,55-64 years,106,469130,""
2013,Oklahoma,65-74 years,19,313519,unreliable
2013,Oregon,15-24 years,21,514457,""
2013,Oregon,25-34 years,55,535780,""
2013,Oregon,35-44 years,72,511750,""
2013,Oregon,45-54 years,69,513313,""
2013,Oregon,55-64 years,63,536794,""
2013,Oregon,65-74 years,17,353003,unreliable
2013,Pennsylvania,15-24 years,112,1726198,""
2013,Pennsylvania,25-34 years,290,1611833,""
2013,Pennsylvania,35-44 years,212,1529401,""
2013,Pennsylvania,45-54 years,209,1840179,""
2013,Pennsylvania,55-64 years,116,1740849,""
2013,Pennsylvania,65-74 years,14,1110501,unreliable
2013,Rhode Island,15-24 years,13,156875,unreliable
2013,Rhode Island,25-34 years,42,135303,""
2013,Rhode Island,35-44 years,39,126471,""
2013,Rhode Island,45-54 years,68,155104,""
2013,Rhode Island,55-64 years,22,139878,""
2013,South Carolina,15-24 years,12,666672,unreliable
2013,South Carolina,25-34 years,49,614216,""
2013,South Carolina,35-44 years,63,594770,""
2013,South Carolina,45-54 years,78,650169,""
2013,South Carolina,55-64 years,34,620062,""
2013,South Dakota,45-54 years,13,109881,unreliable
2013,Tennessee,15-24 years,51,881079,""
2013,Tennessee,25-34 years,149,846372,""
2013,Tennessee,35-44 years,198,841476,""
2013,Tennessee,45-54 years,210,902043,""
2013,Tennessee,55-64 years,131,832204,""
2013,Tennessee,65-74 years,22,561923,""
2013,Texas,15-24 years,147,3855325,""
2013,Texas,25-34 years,248,3831647,""
2013,Texas,35-44 years,210,3574508,""
2013,Texas,45-54 years,236,3445227,""
2013,Texas,55-64 years,170,2874895,""
2013,Texas,65-74 years,36,1737723,""
2013,Utah,15-24 years,55,469436,""
2013,Utah,25-34 years,120,440736,""
2013,Utah,35-44 years,91,372699,""
2013,Utah,45-54 years,98,305312,""
2013,Utah,55-64 years,56,269589,""
2013,Vermont,25-34 years,14,71906,unreliable
2013,Vermont,35-44 years,19,72987,unreliable
2013,Vermont,45-54 years,18,94354,unreliable
2013,Vermont,55-64 years,12,95257,unreliable
2013,Virginia,15-24 years,58,1138703,""
2013,Virginia,25-34 years,187,1160793,""
2013,Virginia,35-44 years,143,1089286,""
2013,Virginia,45-54 years,151,1188281,""
2013,Virginia,55-64 years,77,1022922,""
2013,Virginia,65-74 years,18,648467,unreliable
2013,Washington,15-24 years,51,933416,""
2013,Washington,25-34 years,127,995914,""
2013,Washington,35-44 years,137,913483,""
2013,Washington,45-54 years,166,951348,""
2013,Washington,55-64 years,132,897344,""
2013,Washington,65-74 years,22,557905,""
2013,West Virginia,15-24 years,31,237594,""
2013,West Virginia,25-34 years,131,219405,""
2013,West Virginia,35-44 years,125,231626,""
2013,West Virginia,45-54 years,132,257708,""
2013,West Virginia,55-64 years,61,271930,""
2013,Wisconsin,15-24 years,81,784037,""
2013,Wisconsin,25-34 years,149,732214,""
2013,Wisconsin,35-44 years,126,694378,""
2013,Wisconsin,45-54 years,138,833950,""
2013,Wisconsin,55-64 years,82,765445,""
2013,Wisconsin,65-74 years,15,462631,unreliable
2013,Wyoming,35-44 years,13,69228,unreliable
2013,Wyoming,45-54 years,13,76258,unreliable
2014,Alabama,15-24 years,25,671198,""
2014,Alabama,25-34 years,70,626387,""
2014,Alabama,35-44 years,56,605590,""
2014,Alabama,45-54 years,66,656585,""
2014,Alabama,55-64 years,47,629476,""
2014,Alaska,15-24 years,12,111887,unreliable
2014,Alaska,25-34 years,17,118396,unreliable
2014,Alaska,35-44 years,23,89980,""
2014,Alaska,45-54 years,10,97583,unreliable
2014,Alaska,55-64 years,11,93050,unreliable
2014,Arizona,15-24 years,60,943741,""
2014,Arizona,25-34 years,131,897745,""
2014,Arizona,35-44 years,106,836593,""
2014,Arizona,45-54 years,122,839503,""
2014,Arizona,55-64 years,119,793914,""
2014,Arizona,65-74 years,35,622486,""
2014,Arizona,75-84 years,12,322959,unreliable
2014,Arkansas,15-24 years,14,405599,unreliable
2014,Arkansas,25-34 years,31,386530,""
2014,Arkansas,35-44 years,50,364642,""
2014,Arkansas,45-54 years,51,385750,""
2014,Arkansas,55-64 years,21,369673,""
2014,California,15-24 years,177,5551583,""
2014,California,25-34 years,374,5723386,""
2014,California,35-44 years,320,5175338,""
2014,California,45-54 years,504,5243544,""
2014,California,55-64 years,480,4519600,""
2014,California,65-74 years,137,2834360,""
2014,California,75-84 years,22,1470037,""
2014,Colorado,15-24 years,46,726220,""
2014,Colorado,25-34 years,141,798927,""
2014,Colorado,35-44 years,115,722553,""
2014,Colorado,45-54 years,106,714315,""
2014,Colorado,55-64 years,84,670286,""
2014,Colorado,65-74 years,20,409949,""
2014,Connecticut,15-24 years,42,496057,""
2014,Connecticut,25-34 years,127,441312,""
2014,Connecticut,35-44 years,136,439446,""
2014,Connecticut,45-54 years,147,547253,""
2014,Connecticut,55-64 years,55,487261,""
2014,Connecticut,65-74 years,14,304917,unreliable
2014,Delaware,25-34 years,38,123681,""
2014,Delaware,35-44 years,31,110441,""
2014,Delaware,45-54 years,28,129592,""
2014,Delaware,55-64 years,15,124032,unreliable
2014,District of Columbia,45-54 years,27,76624,""
2014,District of Columbia,55-64 years,18,69000,unreliable
2014,Florida,15-24 years,97,2488419,""
2014,Florida,25-34 years,358,2532017,""
2014,Florida,35-44 years,315,2421949,""
2014,Florida,45-54 years,332,2737087,""
2014,Florida,55-64 years,224,2573746,""
2014,Florida,65-74 years,54,2082701,""
2014,Florida,75-84 years,11,1186552,unreliable
2014,Georgia,15-24 years,86,1437922,""
2014,Georgia,25-34 years,188,1383437,""
2014,Georgia,35-44 years,157,1369784,""
2014,Georgia,45-54 years,155,1398530,""
2014,Georgia,55-64 years,98,1179203,""
2014,Georgia,65-74 years,18,769062,unreliable
2014,Hawaii,45-54 years,18,178199,unreliable
2014,Hawaii,55-64 years,17,179789,unreliable
2014,Idaho,25-34 years,16,215372,unreliable
2014,Idaho,35-44 years,15,199791,unreliable
2014,Idaho,45-54 years,22,199241,""
2014,Idaho,55-64 years,11,199565,unreliable
2014,Illinois,15-24 years,124,1769572,""
2014,Illinois,25-34 years,314,1780945,""
2014,Illinois,35-44 years,282,1679806,""
2014,Illinois,45-54 years,282,1771582,""
2014,Illinois,55-64 years,178,1619080,""
2014,Illinois,65-74 years,20,1002122,""
2014,Indiana,15-24 years,58,941061,""
2014,Indiana,25-34 years,128,845927,""
2014,Indiana,35-44 years,110,824681,""
2014,Indiana,45-54 years,102,891112,""
2014,Indiana,55-64 years,49,842381,""
2014,Indiana,65-74 years,14,536111,unreliable
2014,Iowa,15-24 years,20,442690,""
2014,Iowa,25-34 years,28,392294,""
2014,Iowa,35-44 years,36,363219,""
2014,Iowa,45-54 years,42,406732,""
2014,Iowa,55-64 years,28,407141,""
2014,Kansas,15-24 years,18,420646,unreliable
2014,Kansas,25-34 years,40,387893,""
2014,Kansas,35-44 years,28,344667,""
2014,Kansas,45-54 years,44,368739,""
2014,Kansas,55-64 years,33,362462,""
2014,Kentucky,15-24 years,48,600871,""
2014,Kentucky,25-34 years,175,565862,""
2014,Kentucky,35-44 years,182,561197,""
2014,Kentucky,45-54 years,186,610933,""
2014,Kentucky,55-64 years,113,578122,""
2014,Kentucky,65-74 years,19,385387,unreliable
2014,Louisiana,15-24 years,23,650053,""
2014,Louisiana,25-34 years,73,669628,""
2014,Louisiana,35-44 years,61,565948,""
2014,Louisiana,45-54 years,55,613254,""
2014,Louisiana,55-64 years,43,587866,""
2014,Maine,15-24 years,11,160695,unreliable
2014,Maine,25-34 years,52,152659,""
2014,Maine,35-44 years,38,155439,""
2014,Maine,45-54 years,46,200510,""
2014,Maine,55-64 years,19,206375,unreliable
2014,Maryland,15-24 years,92,791241,""
2014,Maryland,25-34 years,219,829223,""
2014,Maryland,35-44 years,183,769047,""
2014,Maryland,45-54 years,249,877727,""
2014,Maryland,55-64 years,150,765391,""
2014,Maryland,65-74 years,19,477341,unreliable
2014,Massachusetts,15-24 years,103,948588,""
2014,Massachusetts,25-34 years,345,930402,""
2014,Massachusetts,35-44 years,270,837732,""
2014,Massachusetts,45-54 years,279,986611,""
2014,Massachusetts,55-64 years,124,885298,""
2014,Massachusetts,65-74 years,14,562796,unreliable
2014,Michigan,15-24 years,100,1407379,""
2014,Michigan,25-34 years,258,1201043,""
2014,Michigan,35-44 years,228,1189201,""
2014,Michigan,45-54 years,257,1395800,""
2014,Michigan,55-64 years,166,1366332,""
2014,Michigan,65-74 years,36,871745,""
2014,Minnesota,15-24 years,34,720856,""
2014,Minnesota,25-34 years,73,747441,""
2014,Minnesota,35-44 years,81,669946,""
2014,Minnesota,45-54 years,71,758493,""
2014,Minnesota,55-64 years,48,711836,""
