year,state,ten_year_age_groups,deaths,population,notes
2014,Mississippi,15-24 years,16,433613,unreliable
2014,Mississippi,25-34 years,27,391730,""
2014,Mississippi,35-44 years,19,368864,unreliable
2014,Mississippi,45-54 years,30,389738,""
2014,Mississippi,55-64 years,15,372995,unreliable
2014,Missouri,15-24 years,73,830775,""
2014,Missouri,25-34 years,185,802552,""
2014,Missouri,35-44 years,155,731526,""
2014,Missouri,45-54 years,177,820286,""
2014,Missouri,55-64 years,79,790529,""
2014,Missouri,65-74 years,18,525493,unreliable
2014,Montana,25-34 years,10,129177,unreliable
2014,Montana,35-44 years,14,115765,unreliable
2014,Montana,45-54 years,10,131079,unreliable
2014,Montana,55-64 years,11,150394,unreliable
2014,Nebraska,25-34 years,17,253066,unreliable
2014,Nebraska,35-44 years,16,225333,unreliable
2014,Nebraska,45-54 years,11,238996,unreliable
2014,Nevada,15-24 years,33,366131,""
2014,Nevada,25-34 years,65,406913,""
2014,Nevada,35-44 years,64,382743,""
2014,Nevada,45-54 years,98,383865,""
2014,Nevada,55-64 years,76,345541,""
2014,Nevada,65-74 years,29,250963,""
2014,New Hampshire,15-24 years,31,179553,""
2014,New Hampshire,25-34 years,97,154082,""
2014,New Hampshire,35-44 years,62,158491,""
2014,New Hampshire,45-54 years,67,209935,""
2014,New Hampshire,55-64 years,35,197695,""
2014,New Jersey,15-24 years,90,1151955,""
2014,New Jersey,25-34 years,181,1148422,""
2014,New Jersey,35-44 years,156,1173603,""
2014,New Jersey,45-54 years,189,1339172,""
2014,New Jersey,55-64 years,98,1154228,""
2014,New Jersey,65-74 years,12,727091,unreliable
2014,New Mexico,15-24 years,31,291137,""
2014,New Mexico,25-34 years,95,279697,""
2014,New Mexico,35-44 years,98,243181,""
2014,New Mexico,45-54 years,93,264055,""
2014,New Mexico,55-64 years,63,269400,""
2014,New Mexico,65-74 years,18,186840,unreliable
2014,New York,15-24 years,198,2705929,""
2014,New York,25-34 years,449,2847373,""
2014,New York,35-44 years,357,2507973,""
2014,New York,45-54 years,422,2788889,""
2014,New York,55-64 years,256,2499610,""
2014,New York,65-74 years,44,1601897,""
2014,North Carolina,15-24 years,93,1371202,""
2014,North Carolina,25-34 years,243,1292250,""
2014,North Carolina,35-44 years,252,1302758,""
2014,North Carolina,45-54 years,231,1367565,""
2014,North Carolina,55-64 years,116,1242592,""
2014,North Carolina,65-74 years,22,867783,""
2014,North Dakota,25-34 years,11,107968,unreliable
2014,North Dakota,35-44 years,10,82076,unreliable
2014,Ohio,15-24 years,192,1563165,""
2014,Ohio,25-34 years,560,1470692,""
2014,Ohio,35-44 years,534,1407057,""
2014,Ohio,45-54 years,490,1602965,""
2014,Ohio,55-64 years,290,1576266,""
2014,Ohio,65-74 years,35,1005758,""
2014,Oklahoma,15-24 years,33,547201,""
2014,Oklahoma,25-34 years,92,533110,""
2014,Oklahoma,35-44 years,95,471644,""
2014,Oklahoma,45-54 years,147,490546,""
2014,Oklahoma,55-64 years,108,475218,""
2014,Oklahoma,65-74 years,22,322698,""
2014,Oregon,15-24 years,31,512226,""
2014,Oregon,25-34 years,78,544037,""
2014,Oregon,35-44 years,62,516534,""
2014,Oregon,45-54 years,78,512246,""
2014,Oregon,55-64 years,74,540634,""
2014,Oregon,65-74 years,14,374008,unreliable
2014,Pennsylvania,15-24 years,164,1704507,""
2014,Pennsylvania,25-34 years,306,1640158,""
2014,Pennsylvania,35-44 years,245,1512781,""
2014,Pennsylvania,45-54 years,222,1804769,""
2014,Pennsylvania,55-64 years,127,1767678,""
2014,Pennsylvania,65-74 years,20,1152669,""
2014,Rhode Island,15-24 years,11,156068,unreliable
2014,Rhode Island,25-34 years,55,138771,""
2014,Rhode Island,35-44 years,51,125259,""
2014,Rhode Island,45-54 years,49,152630,""
2014,Rhode Island,55-64 years,33,142384,""
2014,South Carolina,15-24 years,37,663381,""
2014,South Carolina,25-34 years,81,628071,""
2014,South Carolina,35-44 years,118,595609,""
2014,South Carolina,45-54 years,148,648906,""
2014,South Carolina,55-64 years,106,631307,""
2014,South Carolina,65-74 years,18,466171,unreliable
2014,South Dakota,25-34 years,12,111934,unreliable
2014,Tennessee,15-24 years,48,885935,""
2014,Tennessee,25-34 years,196,858325,""
2014,Tennessee,35-44 years,214,840148,""
2014,Tennessee,45-54 years,263,896731,""
2014,Tennessee,55-64 years,124,842266,""
2014,Tennessee,65-74 years,13,586298,unreliable
2014,Texas,15-24 years,137,3905666,""
2014,Texas,25-34 years,285,3925657,""
2014,Texas,35-44 years,240,3634885,""
2014,Texas,45-54 years,249,3471743,""
2014,Texas,55-64 years,194,2962296,""
2014,Texas,65-74 years,35,1833501,""
2014,Utah,15-24 years,32,474017,""
2014,Utah,25-34 years,118,440622,""
2014,Utah,35-44 years,117,386350,""
2014,Utah,45-54 years,99,306598,""
2014,Utah,55-64 years,68,276569,""
2014,Utah,65-74 years,14,172400,unreliable
2014,Vermont,25-34 years,21,71786,""
2014,Vermont,35-44 years,14,71584,unreliable
2014,Vermont,45-54 years,12,91638,unreliable
2014,Virginia,15-24 years,72,1141615,""
2014,Virginia,25-34 years,200,1175262,""
2014,Virginia,35-44 years,193,1088765,""
2014,Virginia,45-54 years,176,1176456,""
2014,Virginia,55-64 years,97,1040424,""
2014,Virginia,65-74 years,13,678882,unreliable
2014,Washington,15-24 years,56,936977,""
2014,Washington,25-34 years,129,1021309,""
2014,Washington,35-44 years,126,918559,""
2014,Washington,45-54 years,188,945765,""
2014,Washington,55-64 years,128,911851,""
2014,Washington,65-74 years,34,590319,""
2014,West Virginia,15-24 years,31,235937,""
2014,West Virginia,25-34 years,128,218869,""
2014,West Virginia,35-44 years,147,229785,""
2014,West Virginia,45-54 years,159,251912,""
2014,West Virginia,55-64 years,74,270492,""
2014,West Virginia,65-74 years,13,190764,unreliable
2014,Wisconsin,15-24 years,64,788369,""
2014,Wisconsin,25-34 years,161,730422,""
2014,Wisconsin,35-44 years,131,690846,""
2014,Wisconsin,45-54 years,151,816544,""
2014,Wisconsin,55-64 years,96,780371,""
2014,Wisconsin,65-74 years,19,484232,unreliable
2014,Wyoming,25-34 years,14,82625,unreliable
2014,Wyoming,45-54 years,16,73372,unreliable
2015,Alabama,15-24 years,24,663182,""
2015,Alabama,25-34 years,75,632726,""
2015,Alabama,35-44 years,74,602496,""
2015,Alabama,45-54 years,72,649442,""
2015,Alabama,55-64 years,30,637997,""
2015,Alaska,15-24 years,15,110527,unreliable
2015,Alaska,25-34 years,24,120486,""
2015,Alaska,35-44 years,13,90156,unreliable
2015,Alaska,45-54 years,15,94440,unreliable
2015,Alaska,55-64 years,14,93624,unreliable
2015,Arizona,15-24 years,79,948243,""
2015,Arizona,25-34 years,149,913645,""
2015,Arizona,35-44 years,148,841613,""
2015,Arizona,45-54 years,147,843768,""
2015,Arizona,55-64 years,103,813701,""
2015,Arizona,65-74 years,30,653014,""
2015,Arkansas,15-24 years,18,404217,unreliable
2015,Arkansas,25-34 years,35,388958,""
2015,Arkansas,35-44 years,59,365774,""
2015,Arkansas,45-54 years,52,382362,""
2015,Arkansas,55-64 years,26,374520,""
2015,California,15-24 years,177,5484894,""
2015,California,25-34 years,390,5835694,""
2015,California,35-44 years,342,5187676,""
2015,California,45-54 years,447,5246813,""
2015,California,55-64 years,486,4629863,""
2015,California,65-74 years,127,2977403,""
2015,California,75-84 years,37,1503574,""
2015,California,85+ years,10,707777,unreliable
2015,Colorado,15-24 years,42,738892,""
2015,Colorado,25-34 years,148,823332,""
2015,Colorado,35-44 years,98,733546,""
2015,Colorado,45-54 years,94,714364,""
2015,Colorado,55-64 years,85,685560,""
2015,Colorado,65-74 years,22,433698,""
2015,Connecticut,15-24 years,63,497135,""
2015,Connecticut,25-34 years,168,441550,""
2015,Connecticut,35-44 years,146,431323,""
2015,Connecticut,45-54 years,176,537967,""
2015,Connecticut,55-64 years,110,496966,""
2015,Connecticut,65-74 years,20,314730,""
2015,Delaware,15-24 years,11,122939,unreliable
2015,Delaware,25-34 years,43,125941,""
2015,Delaware,35-44 years,29,110596,""
2015,Delaware,45-54 years,33,128808,""
2015,Delaware,55-64 years,16,127788,unreliable
2015,District of Columbia,35-44 years,10,95949,unreliable
2015,District of Columbia,45-54 years,35,77493,""
2015,District of Columbia,55-64 years,36,69689,""
2015,Florida,15-24 years,154,2479298,""
2015,Florida,25-34 years,475,2614315,""
2015,Florida,35-44 years,442,2448471,""
2015,Florida,45-54 years,384,2748503,""
2015,Florida,55-64 years,290,2653663,""
2015,Florida,65-74 years,65,2181202,""
2015,Florida,75-84 years,15,1220990,unreliable
2015,Georgia,15-24 years,90,1444644,""
2015,Georgia,25-34 years,252,1402157,""
2015,Georgia,35-44 years,189,1370719,""
2015,Georgia,45-54 years,171,1406709,""
2015,Georgia,55-64 years,122,1209172,""
2015,Georgia,65-74 years,25,804987,""
2015,Hawaii,35-44 years,12,176715,unreliable
2015,Hawaii,45-54 years,10,175609,unreliable
2015,Hawaii,55-64 years,22,179443,""
2015,Idaho,15-24 years,11,228530,unreliable
2015,Idaho,25-34 years,17,217691,unreliable
2015,Idaho,35-44 years,28,202632,""
2015,Idaho,45-54 years,22,198782,""
2015,Illinois,15-24 years,153,1752251,""
2015,Illinois,25-34 years,332,1774341,""
2015,Illinois,35-44 years,324,1669816,""
2015,Illinois,45-54 years,315,1746424,""
2015,Illinois,55-64 years,221,1644616,""
2015,Illinois,65-74 years,31,1038829,""
2015,Indiana,15-24 years,66,940770,""
2015,Indiana,25-34 years,172,850559,""
2015,Indiana,35-44 years,117,823056,""
2015,Indiana,45-54 years,106,878974,""
2015,Indiana,55-64 years,59,855764,""
2015,Indiana,65-74 years,10,556692,unreliable
2015,Iowa,15-24 years,16,445451,unreliable
2015,Iowa,25-34 years,34,391509,""
2015,Iowa,35-44 years,44,366396,""
2015,Iowa,45-54 years,41,398825,""
2015,Iowa,55-64 years,28,413317,""
2015,Kansas,25-34 years,41,387229,""
2015,Kansas,35-44 years,37,346113,""
2015,Kansas,45-54 years,32,360892,""
2015,Kansas,55-64 years,27,367203,""
2015,Kentucky,15-24 years,55,596559,""
2015,Kentucky,25-34 years,231,568388,""
2015,Kentucky,35-44 years,248,559036,""
2015,Kentucky,45-54 years,229,603912,""
2015,Kentucky,55-64 years,101,585545,""
2015,Kentucky,65-74 years,14,398866,unreliable
2015,Louisiana,15-24 years,22,642237,""
2015,Louisiana,25-34 years,75,676077,""
2015,Louisiana,35-44 years,78,570811,""
2015,Louisiana,45-54 years,57,602603,""
2015,Louisiana,55-64 years,50,597530,""
2015,Maine,15-24 years,17,158464,unreliable
2015,Maine,25-34 years,68,154547,""
2015,Maine,35-44 years,58,152750,""
2015,Maine,45-54 years,60,195755,""
2015,Maine,55-64 years,30,208606,""
2015,Maryland,15-24 years,84,784186,""
2015,Maryland,25-34 years,267,836617,""
2015,Maryland,35-44 years,238,767825,""
2015,Maryland,45-54 years,286,868312,""
2015,Maryland,55-64 years,186,781728,""
2015,Maryland,65-74 years,22,497796,""
2015,Massachusetts,15-24 years,153,951573,""
2015,Massachusetts,25-34 years,494,943848,""
2015,Massachusetts,35-44 years,384,834093,""
2015,Massachusetts,45-54 years,344,978302,""
2015,Massachusetts,55-64 years,154,904845,""
2015,Massachusetts,65-74 years,18,588600,unreliable
2015,Michigan,15-24 years,121,1390092,""
2015,Michigan,25-34 years,343,1223408,""
2015,Michigan,35-44 years,285,1175461,""
2015,Michigan,45-54 years,305,1374428,""
2015,Michigan,55-64 years,204,1383886,""
2015,Michigan,65-74 years,41,907140,""
2015,Minnesota,15-24 years,34,720860,""
2015,Minnesota,25-34 years,87,747143,""
2015,Minnesota,35-44 years,73,673698,""
2015,Minnesota,45-54 years,71,744454,""
2015,Minnesota,55-64 years,55,727971,""
2015,Minnesota,65-74 years,16,451905,unreliable
2015,Mississippi,25-34 years,48,392986,""
2015,Mississippi,35-44 years,35,367843,""
2015,Mississippi,45-54 years,38,383794,""
2015,Mississippi,55-64 years,18,377667,unreliable
2015,Missouri,15-24 years,82,827190,""
2015,Missouri,25-34 years,176,806767,""
2015,Missouri,35-44 years,151,732675,""
2015,Missouri,45-54 years,150,805291,""
2015,Missouri,55-64 years,113,805142,""
2015,Missouri,65-74 years,15,542962,unreliable
2015,Montana,25-34 years,10,131032,unreliable
2015,Montana,35-44 years,13,117327,unreliable
2015,Montana,45-54 years,14,127870,unreliable
2015,Nebraska,25-34 years,12,252533,unreliable
2015,Nebraska,35-44 years,16,228643,unreliable
2015,Nebraska,45-54 years,12,234477,unreliable
2015,Nevada,15-24 years,31,364904,""
2015,Nevada,25-34 years,81,418110,""
2015,Nevada,35-44 years,75,385541,""
2015,Nevada,45-54 years,96,389219,""
2015,Nevada,55-64 years,94,354173,""
2015,Nevada,65-74 years,31,264111,""
2015,New Hampshire,15-24 years,40,179416,""
2015,New Hampshire,25-34 years,129,156230,""
2015,New Hampshire,35-44 years,99,154977,""
2015,New Hampshire,45-54 years,73,205589,""
2015,New Hampshire,55-64 years,33,201847,""
2015,New Jersey,15-24 years,103,1147349,""
2015,New Jersey,25-34 years,251,1155249,""
2015,New Jersey,35-44 years,178,1163962,""
2015,New Jersey,45-54 years,210,1323820,""
2015,New Jersey,55-64 years,99,1179790,""
2015,New Jersey,65-74 years,16,753437,unreliable
2015,New Mexico,15-24 years,31,288188,""
2015,New Mexico,25-34 years,82,280120,""
2015,New Mexico,35-44 years,84,243532,""
2015,New Mexico,45-54 years,89,257813,""
2015,New Mexico,55-64 years,52,271481,""
2015,New Mexico,65-74 years,11,195162,unreliable
2015,New York,15-24 years,242,2670663,""
2015,New York,25-34 years,593,2879618,""
2015,New York,35-44 years,447,2495739,""
2015,New York,45-54 years,512,2758889,""
2015,New York,55-64 years,301,2544000,""
2015,New York,65-74 years,57,1660048,""
2015,North Carolina,15-24 years,103,1380294,""
2015,North Carolina,25-34 years,288,1308587,""
2015,North Carolina,35-44 years,278,1295812,""
2015,North Carolina,45-54 years,313,1372414,""
2015,North Carolina,55-64 years,154,1270500,""
2015,North Carolina,65-74 years,23,905426,""
2015,North Dakota,25-34 years,10,112922,unreliable
2015,Ohio,15-24 years,237,1551979,""
2015,Ohio,25-34 years,783,1486970,""
2015,Ohio,35-44 years,711,1397157,""
2015,Ohio,45-54 years,569,1577105,""
2015,Ohio,55-64 years,346,1595430,""
2015,Ohio,65-74 years,45,1044729,""
2015,Oklahoma,15-24 years,23,547697,""
2015,Oklahoma,25-34 years,86,540239,""
2015,Oklahoma,35-44 years,93,476292,""
2015,Oklahoma,45-54 years,114,483988,""
2015,Oklahoma,55-64 years,89,483511,""
2015,Oklahoma,65-74 years,14,332177,unreliable
2015,Oregon,15-24 years,23,512391,""
2015,Oregon,25-34 years,71,556974,""
2015,Oregon,35-44 years,66,524109,""
2015,Oregon,45-54 years,77,515250,""
2015,Oregon,55-64 years,73,545128,""
2015,Oregon,65-74 years,18,395106,unreliable
2015,Pennsylvania,15-24 years,163,1683766,""
2015,Pennsylvania,25-34 years,438,1663067,""
2015,Pennsylvania,35-44 years,301,1499308,""
2015,Pennsylvania,45-54 years,265,1773653,""
2015,Pennsylvania,55-64 years,161,1791880,""
2015,Pennsylvania,65-74 years,26,1196628,""
2015,Rhode Island,15-24 years,23,153492,""
2015,Rhode Island,25-34 years,72,141516,""
2015,Rhode Island,35-44 years,46,124128,""
2015,Rhode Island,45-54 years,55,149831,""
2015,Rhode Island,55-64 years,51,144825,""
2015,South Carolina,15-24 years,32,663432,""
2015,South Carolina,25-34 years,131,641465,""
2015,South Carolina,35-44 years,118,597298,""
2015,South Carolina,45-54 years,141,649585,""
2015,South Carolina,55-64 years,102,644291,""
2015,South Carolina,65-74 years,26,489483,""
2015,Tennessee,15-24 years,68,884197,""
2015,Tennessee,25-34 years,205,872233,""
2015,Tennessee,35-44 years,260,837242,""
2015,Tennessee,45-54 years,297,894910,""
2015,Tennessee,55-64 years,165,855183,""
2015,Tennessee,65-74 years,31,607692,""
2015,Texas,15-24 years,161,3957593,""
2015,Texas,25-34 years,329,4012159,""
2015,Texas,35-44 years,235,3694015,""
2015,Texas,45-54 years,275,3502717,""
2015,Texas,55-64 years,225,3051631,""
2015,Texas,65-74 years,44,1923296,""
2015,Utah,15-24 years,38,485295,""
2015,Utah,25-34 years,113,441518,""
2015,Utah,35-44 years,112,399342,""
2015,Utah,45-54 years,82,309941,""
2015,Utah,55-64 years,86,284433,""
2015,Utah,65-74 years,14,181562,unreliable
2015,Vermont,25-34 years,27,71668,""
2015,Vermont,35-44 years,13,70630,unreliable
2015,Vermont,45-54 years,21,89255,""
2015,Virginia,15-24 years,90,1138379,""
2015,Virginia,25-34 years,230,1183685,""
2015,Virginia,35-44 years,213,1089472,""
2015,Virginia,45-54 years,171,1167116,""
2015,Virginia,55-64 years,102,1060937,""
2015,Virginia,65-74 years,10,707703,unreliable
2015,Washington,15-24 years,51,935606,""
2015,Washington,25-34 years,158,1052907,""
2015,Washington,35-44 years,122,927922,""
2015,Washington,45-54 years,177,946393,""
2015,Washington,55-64 years,132,928871,""
2015,Washington,65-74 years,39,623304,""
2015,West Virginia,15-24 years,40,231787,""
2015,West Virginia,25-34 years,125,218551,""
2015,West Virginia,35-44 years,178,227481,""
2015,West Virginia,45-54 years,171,247696,""
2015,West Virginia,55-64 years,100,268922,""
2015,West Virginia,65-74 years,10,197364,unreliable
2015,Wisconsin,15-24 years,51,789540,""
2015,Wisconsin,25-34 years,172,726755,""
2015,Wisconsin,35-44 years,136,689998,""
2015,Wisconsin,45-54 years,150,799522,""
2015,Wisconsin,55-64 years,92,794933,""
2015,Wisconsin,65-74 years,17,507666,unreliable
2015,Wyoming,25-34 years,11,82842,unreliable
2015,Wyoming,35-44 years,11,70799,unreliable
2016,Alabama,15-24 years,36,653876,""
2016,Alabama,25-34 years,99,637487,""
2016,Alabama,35-44 years,98,595713,""
2016,Alabama,45-54 years,58,644018,""
2016,Alabama,55-64 years,42,645092,""
2016,Alaska,15-24 years,13,105364,unreliable
2016,Alaska,25-34 years,27,120453,""
2016,Alaska,35-44 years,22,92145,""
2016,Alaska,45-54 years,17,94167,unreliable
2016,Alaska,55-64 years,13,95322,unreliable
2016,Arizona,15-24 years,105,951260,""
2016,Arizona,25-34 years,199,933128,""
2016,Arizona,35-44 years,147,845220,""
2016,Arizona,45-54 years,145,846897,""
2016,Arizona,55-64 years,122,831142,""
2016,Arizona,65-74 years,42,682820,""
2016,Arkansas,15-24 years,11,402453,unreliable
2016,Arkansas,25-34 years,36,392755,""
2016,Arkansas,35-44 years,43,364726,""
2016,Arkansas,45-54 years,40,378897,""
2016,Arkansas,55-64 years,30,378345,""
2016,California,15-24 years,208,5392177,""
2016,California,25-34 years,412,5917785,""
2016,California,35-44 years,331,5159932,""
2016,California,45-54 years,389,5195297,""
2016,California,55-64 years,491,4688718,""
2016,California,65-74 years,137,3089002,""
2016,California,75-84 years,28,1535300,""
2016,California,85+ years,12,722333,unreliable
2016,Colorado,15-24 years,65,745020,""
2016,Colorado,25-34 years,143,842409,""
2016,Colorado,35-44 years,123,742076,""
2016,Colorado,45-54 years,103,717723,""
2016,Colorado,55-64 years,86,699310,""
2016,Colorado,65-74 years,12,457780,unreliable
2016,Connecticut,15-24 years,59,495246,""
2016,Connecticut,25-34 years,225,442021,""
2016,Connecticut,35-44 years,195,423005,""
2016,Connecticut,45-54 years,218,524150,""
2016,Connecticut,55-64 years,137,504555,""
2016,Connecticut,65-74 years,18,323968,unreliable
2016,Delaware,15-24 years,13,120955,unreliable
2016,Delaware,25-34 years,54,127501,""
2016,Delaware,35-44 years,30,109425,""
2016,Delaware,45-54 years,37,127686,""
2016,Delaware,55-64 years,20,130645,""
2016,District of Columbia,25-34 years,17,154991,unreliable
2016,District of Columbia,35-44 years,22,98889,""
2016,District of Columbia,45-54 years,61,77521,""
